name,url,Trim,Mileage,Engine,NCT_Expiry,Year,Transmission,Total_Owners,Make,Fuel_Type,Body_Type,Doors,Trim_Level,Seats,Colour,Road_Tax,Rural_Fuel_Consumption,Comb_Fuel_Consumption,Urban_Fuel_Consumption,Engine_Size,External_Length,External_Height,External_Width,Euro_NCAP_Overall_Safety_Rating,Child_Protection_Rating,Safety_Assistance_Rating,Adult_Protection_Rating,Pedestrian_Protection_Rating,Current_Country_Of_Reg,Imported,Independant_Dealer,Dublin2,Model,Price,Boot_Volume,Ground_Clearance,County,Fuel_Tank_Capacity,Engine_Power,Top_Speed,Battery_Capacity,Acceleration,section
Toyota Aqua 2017,https://www.donedeal.ie/cars-for-sale/toyota-aqua-2017/39503549,-,---,1.5 L Petrol Hybrid,May 2025,2017,Automatic,2,Toyota,Petrol Hybrid,Hatchback,5,Base Trim,5,Purple,170,3.1 L/100 km,3.0 L/100 km,2.9 L/100 km,1.5 L,4.54 m,1.47 m,1.76 m,5/5,82%,85%,92%,77%,Ireland,Unknown country,"Private Seller
No rating yet","Leopardstown, Co. Dublin",Aqua,"€9,490","1,633 L",12 cm,,45 L,,,,,selection1
Gti,https://www.donedeal.ie/cars-for-sale/gti/38982605,N,"283,588 km",2.0 L Petrol,Dec 2023,2008,Manual,11,Volkswagen,,,,,,,,,,,,,,,,,,,,Ireland,No,"Verified Private Seller
1.0/5 (1)","Kilkenny City, Co. Kilkenny",Golf,"€4,950",,,,,,,,,selection1
Hyundai i40 2012,https://www.donedeal.ie/cars-for-sale/hyundai-i40-2012/37231359,Executive,"335,086 km",1.7 L Diesel,Aug 2024,2012,Manual,3,Hyundai,Diesel,Saloon,4,Luxury Trim,5,Grey,200,3.7 L/100 km,4.3 L/100 km,5.3 L/100 km,1.7 L,4.74 m,1.47 m,1.82 m,,,,,,Ireland,No,"Private Seller
No rating yet","Ashford, Co. Wicklow",i40,"€4,000",,,,,,,,,selection1
2011 Hyundai i30.. New NCT & New Service,https://www.donedeal.ie/cars-for-sale/2011-hyundai-i30-new-nct-new-service/39503515,Classic,128 mi,1.6 L Diesel,Jun 2026,2011,Manual,2,Hyundai,Diesel,Hatchback,5,Base Trim,4,Blue,200,3.9 L/100 km,4.4 L/100 km,5.2 L/100 km,1.6 L,4.28 m,1.48 m,1.78 m,,,,,,Ireland,UK,"Verified Private Seller
5.0/5 (1)",Co. Kerry,i30,"€3,750",,,,,,,,,selection1
SEAT Leon 2016,https://www.donedeal.ie/cars-for-sale/seat-leon-2016/39451081,SE SELECT,"63,949 km",1.2 L Petrol,May 2026,2016,Manual,2,SEAT,Petrol,Estate,5,Medium Trim,5,Grey,200,4.3 L/100 km,4.9 L/100 km,5.9 L/100 km,1.2 L,4.26 m,1.46 m,1.82 m,5/5,92%,71%,94%,70%,Ireland,No,"Private Seller
No rating yet","Castletroy, Co. Limerick",Leon,"€13,000","1,210 L",,,50 L,,,,,selection1
BMW M135i M Sport Auto Very Low Mileage,https://www.donedeal.ie/cars-for-sale/bmw-m135i-m-sport-auto-very-low-mileage/39427964,---,"50,933 mi",3.0 L Petrol,Oct 2026,2015,---,1,BMW,Petrol,Hatchback,---,---,5,White,790,,,,,,,,,,,,,Ireland,Unknown country,"Private Seller
No rating yet","Navan, Co. Meath",1-Series,"€24,900",,,,,,,,,selection1
2021 BMW 2-Series 2.0 diesel Automatic,https://www.donedeal.ie/cars-for-sale/2021-bmw-2-series-2-0-diesel-automatic/39465728,Sport,"122,000 mi",2.0 L Diesel,Feb 2027,2021,Automatic,1,BMW,Diesel,Saloon,4,Base Trim,5,Grey,200,,4.9 L/100 km,,2.0 L,4.53 m,,1.80 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",2-Series,"€21,950",,,Co. Dublin,,,,,,selection1
2021 Skoda Octavia 1.5 TSI 150 BHP PETROL AUTO,https://www.donedeal.ie/cars-for-sale/2021-skoda-octavia-1-5-tsi-150-bhp-petrol-auto/39473301,STYLE,"125,000 mi",1.5 L Petrol,Jul 2027,2021,Manual,1,Skoda,Petrol,Hatchback,5,Luxury Trim,5,Blue,200,,5.7 L/100 km,,1.5 L,4.69 m,,1.83 m,,,,,,Ireland,N. Ireland,Independent Dealer,"Tallaght, Co. Dublin",Octavia,"€18,950",,,Co. Dublin,,,,,,selection1
2015 SKODA YETI 2.0 TDI 110HP ELEGANCE,https://www.donedeal.ie/cars-for-sale/2015-skoda-yeti-2-0-tdi-110hp-elegance/39220421?campaign=3,Elegance,"111,000 mi",2.0 L Diesel,Jul 2025,2015,Manual,3,Skoda,Diesel,SUV,4,Luxury Trim,5,Grey,280,4.3 L/100 km,5.1 L/100 km,6.4 L/100 km,2.0 L,4.22 m,1.69 m,1.79 m,,,,,,Ireland,No,"Independent Dealer
4.6/5",Co. Tipperary,Yeti,"€10,999",,,Co. Tipperary,,,,,,selection1
2016 Land Rover Discovery Sport 7 Seat Manual,https://www.donedeal.ie/cars-for-sale/2016-land-rover-discovery-sport-7-seat-manual/38785882?campaign=3,S,"180,000 mi",2.0 L Diesel,Sep 2026,2016,Manual,2,Land Rover,Diesel,SUV,5,Base Trim,7,Red,280,4.7 L/100 km,5.3 L/100 km,6.3 L/100 km,2.0 L,4.60 m,1.72 m,1.89 m,,,,,,Ireland,No,"Independent Dealer
4.1/5","Gorey, Co. Wexford",Discovery Sport,"€17,950",,,Co. Wexford,,,,,,selection1
2016 Porsche Cayenne V6 3.0D Auto 5 Seat,https://www.donedeal.ie/cars-for-sale/2016-porsche-cayenne-v6-3-0d-auto-5-seat/39381983?campaign=3,-,"161,000 km",3.0 L Diesel,Sep 2026,2016,Automatic,5,Porsche,Diesel,SUV,4,Base Trim,5,Black,790,6.0 L/100 km,6.6 L/100 km,7.6 L/100 km,3.0 L,4.86 m,1.71 m,1.94 m,,,,,,Ireland,No,"Independent Dealer
4.1/5","Gorey, Co. Wexford",Cayenne,"€39,950",,,Co. Wexford,,,,,,selection1
2016 BMW X1 X LINE 2.0 DIESEL AUTOMATIC,https://www.donedeal.ie/cars-for-sale/2016-bmw-x1-x-line-2-0-diesel-automatic/39474688,xLine,"114,000 mi",2.0 L Diesel,Jan 2026,2016,Automatic,1,BMW,Diesel,SUV,4,Luxury Trim,5,Grey,200,3.9 L/100 km,4.3 L/100 km,5.1 L/100 km,2.0 L,4.44 m,1.60 m,1.82 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",X1,"€15,950",,,Co. Dublin,,,,,,selection1
"Volkswagen Golf 2014. 14,800KM",https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2014-14-800km/38934904,---,"14,800 km",1.2 L Petrol,Jan 2026,2014,Automatic,1,Volkswagen,Petrol,Hatchback,3,---,5,Black,200,4.2 L/100 km,4.9 L/100 km,5.9 L/100 km,1.2 L,4.26 m,1.45 m,1.79 m,,,,,,Ireland,Unknown country,"Verified Private Seller
No rating yet","Dublin 15, Co. Dublin",Golf,"€12,950","1,270 L",14 cm,,50 L,,,,,selection1
Volkswagen Golf 2013,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2013/39080745,TRENDLINE,"45,000 km",1.2 L Petrol,Apr 2026,2013,Automatic,1,Volkswagen,Petrol,Hatchback,3,---,5,Blue,200,4.6 L/100 km,5.5 L/100 km,7.0 L/100 km,1.2 L,4.20 m,1.48 m,1.78 m,,,,,,Ireland,Unknown country,"Verified Private Seller
No rating yet","Blanchardstown, Co. Dublin",Golf,"€12,600",,,,,,,,,selection1
2013 Seat Leon (LOW KM & FRESH NCT),https://www.donedeal.ie/cars-for-sale/2013-seat-leon-low-km-fresh-nct/39207309,SE,"215,000 km",1.2 L Petrol,Dec 2025,2013,Manual,3,SEAT,Petrol,Hatchback,5,Luxury Trim,5,Blue,200,4.3 L/100 km,4.9 L/100 km,5.9 L/100 km,1.2 L,4.26 m,1.46 m,1.82 m,,,,,,Ireland,UK,"Private Seller
1.0/5 (1)","Raheen, Co. Limerick",Leon,"€7,998",,,,,,,,,selection1
"VW UP! With Sunroof, NCT Valid 2026",https://www.donedeal.ie/cars-for-sale/vw-up-with-sunroof-nct-valid-2026/39484684,TAKE UP,"85,400 km",1.0 L Petrol,Jun 2026,2013,Automatic,2,Volkswagen,Petrol,Hatchback,5,Base Trim,4,Red,180,4.0 L/100 km,4.7 L/100 km,5.9 L/100 km,1.0 L,3.54 m,1.49 m,1.65 m,,,,,,Ireland,Unknown country,"Private Seller
No rating yet","South County, Co. Dublin",up!,€1,951 L,14 cm,,35 L,,,,,selection1
Opel Astra SC 1.6 Diesel,https://www.donedeal.ie/cars-for-sale/opel-astra-sc-1-6-diesel/39388476,SC,"193,000 km",1.6 L Diesel,Sep 2025,2015,Manual,3,Opel,Diesel,Saloon,4,Medium Trim,5,Silver,180,3.4 L/100 km,3.7 L/100 km,4.3 L/100 km,1.6 L,4.66 m,1.50 m,1.81 m,5/5,84%,71%,95%,46%,Ireland,No,"Private Seller
No rating yet","Naas, Co. Kildare",Astra,"€4,950",460 L,,,,,,,,selection1
Land Rover Discovery Sport 2018,https://www.donedeal.ie/cars-for-sale/land-rover-discovery-sport-2018/39451037,SE,"168,000 km",2.0 L Diesel,Oct 2026,2018,Automatic,1,Land Rover,Diesel,SUV,5,Base Trim,7,Grey,280,4.7 L/100 km,5.3 L/100 km,6.3 L/100 km,2.0 L,4.60 m,1.72 m,1.89 m,5/5,83%,82%,93%,69%,Ireland,Unknown country,"Private Seller
No rating yet","Bagenalstown, Co. Carlow",Discovery Sport,"€30,000","1,698 L",21 cm,,54 L,,,,,selection1
Ford Fiesta,https://www.donedeal.ie/cars-for-sale/ford-fiesta/38020978,N,"185,000 km",1.4 L Diesel,---,2007,Manual,4,Ford,,,,,,,385,,,,,,,,,,,,,Ireland,No,"Private Seller
No rating yet","Swinford, Co. Mayo",Fiesta,"€1,350",,,,,,,,,selection1
Mitsubishi Mirage 2014 Automatic,https://www.donedeal.ie/cars-for-sale/mitsubishi-mirage-2014-automatic/39394175,---,"36,360 mi",1.0 L Petrol,Mar 2026,2014,Automatic,1,Mitsubishi,Petrol,Hatchback,5,---,5,White,180,,,,1.0 L,,,,,,,,,Ireland,Unknown country,Independent Dealer,"Newcastle, Co. Dublin",Mirage,"€7,950",,,Co. Dublin,,,,,,selection1
Nissan Micra/March 2013 Automatic,https://www.donedeal.ie/cars-for-sale/nissan-micra-march-2013-automatic/39383702,-,"55,600 mi",1.2 L Petrol,Mar 2026,2013,Automatic,1,Nissan,Petrol,Hatchback,5,Base Trim,5,Green,200,4.3 L/100 km,5.0 L/100 km,6.1 L/100 km,1.2 L,3.78 m,1.53 m,1.68 m,,,,,,Ireland,Unknown country,Independent Dealer,"Newcastle, Co. Dublin",March,"€6,950","1,132 L",,Co. Dublin,,,,,,selection1
BMW 520 msport,https://www.donedeal.ie/cars-for-sale/bmw-520-msport/39427795,N,"202,000 mi",2.0 L Diesel,Jan 2026,2008,---,9,BMW,,,,,,,280,,,,,,,,,,,,,Ireland,UK,"Private Seller
No rating yet","West County, Co. Dublin",5-Series,"€4,500",,,,,,,,,selection1
BMW 1 SERIES M SPORT,https://www.donedeal.ie/cars-for-sale/bmw-1-series-m-sport/39373246,SE,"119,900 km",1.5 L Petrol,Jun 2025,2016,Automatic,3,BMW,Petrol,Hatchback,3,Medium Trim,5,Grey,270,4.2 L/100 km,4.8 L/100 km,5.9 L/100 km,1.5 L,4.33 m,1.44 m,1.77 m,5/5,83%,86%,91%,63%,Ireland,Unknown country,"Private Seller
No rating yet","Naas, Co. Kildare",1-Series,"€14,999","1,200 L",14 cm,,52 L,,,,,selection1
Skoda Octavia 1.6D 2012 estate,https://www.donedeal.ie/cars-for-sale/skoda-octavia-1-6d-2012-estate/39395037,Ambiente,"172,169 mi",1.6 L Diesel,Feb 2026,2012,Manual,1,Skoda,Diesel,Estate,5,Medium Trim,5,Blue,190,3.6 L/100 km,4.2 L/100 km,5.1 L/100 km,1.6 L,4.57 m,1.47 m,1.77 m,,,,,,Ireland,UK,"Private Seller
No rating yet","Blanchardstown, Co. Dublin",Octavia,"€3,500",,,,,,,,,selection1
Volkswagen Polo 2013,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-2013/39503476,TRENDLINE,"164,000 km",1.2 L Petrol,May 2026,2013,Manual,4,Volkswagen,Petrol,Hatchback,5,Base Trim,5,White,270,4.5 L/100 km,5.5 L/100 km,7.3 L/100 km,1.2 L,3.97 m,1.46 m,1.68 m,,,,,,Ireland,No,"Private Seller
No rating yet","Sligo Town, Co. Sligo",Polo,"€6,850",,,,,,,,,selection1
08 Toyota Avensis Petrol manual no nct,https://www.donedeal.ie/cars-for-sale/08-toyota-avensis-petrol-manual-no-nct/39215977,N,"285,000 km",1.6 L Petrol,Oct 2024,2008,Manual,3,Toyota,,,,,,,,,,,,,,,,,,,,Ireland,No,"Private Seller
No rating yet","Tallaght, Co. Dublin",Avensis,"€1,200",,,,,,,,,selection1
Toyota Corolla 2007 LOW MILEAGE 74K!,https://www.donedeal.ie/cars-for-sale/toyota-corolla-2007-low-mileage-74k/39427789,N,"74,000 mi",1.4 L Petrol,Mar 2026,2007,Manual,3,Toyota,,,,,,,385,,,,,,,,,,,,,Ireland,No,"Private Seller
5.0/5 (1)","West County, Co. Dublin",Corolla,"€3,250",,,,,,,,,selection1
Peugeot 1.4D New NCT 2-26 Taxed till June 26,https://www.donedeal.ie/cars-for-sale/peugeot-1-4d-new-nct-2-26-taxed-till-june-26/39484611,N,"178,000 mi",1.4 L Diesel,Jan 2026,2008,---,7,Peugeot,,,,,,,200,,,,,,,,,,,,,Ireland,UK,"Private Seller
No rating yet","Thurles, Co. Tipperary",207,"€1,850",,,,,,,,,selection1
Skoda superb 1.6D 2013,https://www.donedeal.ie/cars-for-sale/skoda-superb-1-6d-2013/39395032,Ambition,---,1.6 L Diesel,Jul 2025,2013,Manual,4,Skoda,Diesel,Saloon,4,Medium Trim,5,Silver,190,,4.2 L/100 km,,1.6 L,4.83 m,1.46 m,1.82 m,,,,,,Ireland,No,"Private Seller
No rating yet","Blanchardstown, Co. Dublin",Superb,"€5,999",,,,,,,,,selection1
BMW 520 D F10 M Sport 4DR Auto,https://www.donedeal.ie/cars-for-sale/bmw-520-d-f10-m-sport-4dr-auto/37794123,M Sport,"134,378 km",2.0 L Diesel,Sep 2026,2016,Automatic,1,BMW,Diesel,Saloon,4,Sports Trim,5,Grey,200,4.1 L/100 km,4.5 L/100 km,5.3 L/100 km,2.0 L,4.91 m,1.48 m,1.86 m,5/5,83%,100%,95%,78%,Ireland,UK,"Private Seller
No rating yet","Galway City, Co. Galway",5-Series,"€17,499",520 L,14 cm,,,,,,,selection1
Car,https://www.donedeal.ie/cars-for-sale/car/39047128,SE,"29,000 km",2.0 L Diesel,Jan 2026,2022,Automatic,1,Audi,Diesel,Saloon,4,Base Trim,5,Grey,270,,5.4 L/100 km,,2.0 L,4.94 m,,1.89 m,5/5,85%,76%,93%,81%,Ireland,UK,"Private Seller
5.0/5 (3)","Carrigaline, Co. Cork",A6,"€42,000",530 L,,,,,,,,selection1
182 Toyota Vitz Hybrid for sale,https://www.donedeal.ie/cars-for-sale/182-toyota-vitz-hybrid-for-sale/39484585,-,"120,400 km",1.5 L Petrol Hybrid,Mar 2026,2018,Automatic,3,Toyota,Petrol Hybrid,Hatchback,5,Medium Trim,5,White,170,3.5 L/100 km,3.5 L/100 km,3.1 L/100 km,1.5 L,3.95 m,1.51 m,1.70 m,5/5,81%,86%,89%,60%,Ireland,Unknown country,"Private Seller
No rating yet","Blanchardstown, Co. Dublin",Vitz,"€12,000",768 L,14 cm,,36 L,,,,,selection1
Megane GT-LINE Diesel Estate,https://www.donedeal.ie/cars-for-sale/megane-gt-line-diesel-estate/39482076,IRISH EDITION,"149,000 mi",1.5 L Diesel,Jul 2025,2011,Manual,4,Renault,Diesel,Estate,4,Sports Trim,5,Black,,,,,1.5 L,4.56 m,1.50 m,1.80 m,,,,,,Ireland,No,"Private Seller
No rating yet","South County, Co. Dublin",Megane,"€1,950",,,,,,,,,selection1
Mazda Mazda3 2014,https://www.donedeal.ie/cars-for-sale/mazda-mazda3-2014/39503461,Executive,"127,000 mi",2.2 L Diesel,Jun 2026,2014,Manual,1,Mazda,Diesel,Saloon,4,Base Trim,5,Red,190,3.5 L/100 km,3.9 L/100 km,4.7 L/100 km,2.2 L,4.58 m,1.47 m,1.80 m,5/5,86%,81%,93%,65%,Ireland,UK,"Verified Trader
No rating yet","Croom, Co. Limerick",Mazda3,"€5,950",419 L,16 cm,,,,,,,selection1
Volkswagen Passat //2.0 TDI Business Edition//aut,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-2-0-tdi-business-edition-aut/38646445,Comfortline,"147,999 mi",2.0 L Diesel,Feb 2027,2017,Automatic,2,Volkswagen,Diesel,Saloon,4,Medium Trim,5,Blue,,,,,2.0 L,4.77 m,1.46 m,1.83 m,5/5,87%,76%,85%,66%,Ireland,N. Ireland,Independent Dealer,"Finglas, Co. Dublin",Passat,"€14,850",586 L,15 cm,Co. Dublin,,,,,,selection1
Audi Q5 s-line 187-BHP Quattro//black Edition St,https://www.donedeal.ie/cars-for-sale/audi-q5-s-line-187-bhp-quattro-black-edition-st/39142459,S Line,"151,999 km",2.0 L Diesel,Apr 2026,2016,Automatic,4,Audi,Diesel,Estate,5,Luxury Trim,5,White,,,,,2.0 L,4.66 m,1.66 m,1.89 m,5/5,86%,58%,93%,73%,Ireland,UK,Independent Dealer,"Finglas, Co. Dublin",Q5,"€26,950","1,550 L",21 cm,Co. Dublin,65 L,,,,,selection1
BMW 3 Series sport//auto//low Miles//ncted//imma,https://www.donedeal.ie/cars-for-sale/bmw-3-series-sport-auto-low-miles-ncted-imma/39174603,---,"70,000 mi",2.0 L Diesel,Mar 2026,2014,Automatic,4,BMW,Diesel,Saloon,4,---,5,White,,,,,,,,,,,,,,Ireland,UK,Independent Dealer,"Finglas, Co. Dublin",3-Series,"€14,950",,,Co. Dublin,,,,,,selection1
Mercedes Benz,https://www.donedeal.ie/cars-for-sale/mercedes-benz/39503453,SPORT,"103,158 mi",2.143 L Diesel,Nov 2025,2013,Automatic,2,Mercedes-Benz,Diesel,Coupe,2,Sports Trim,4,Silver,270,3.8 L/100 km,4.5 L/100 km,5.7 L/100 km,2.143 L,4.70 m,1.40 m,1.79 m,,,,,,Ireland,UK,"Private Seller
No rating yet","Castlebar, Co. Mayo",E-Class,"€10,500",,8 cm,,,,,,,selection1
Audi A6 Avant C7 V6 BiTurbo 313Bhp,https://www.donedeal.ie/cars-for-sale/audi-a6-avant-c7-v6-biturbo-313bhp/39041797,S LINE,"271,000 km",3.0 L Diesel,Jan 2026,2013,Automatic,3,Audi,Diesel,Estate,4,Sports Trim,5,Grey,600,5.6 L/100 km,6.4 L/100 km,8.0 L/100 km,3.0 L,4.92 m,1.45 m,1.87 m,,,,,,Ireland,UK,"Private Seller
1.0/5 (1)","Balbriggan, Co. Dublin",A6,"€16,500",,,,,,,,,selection1
Vw golf,https://www.donedeal.ie/cars-for-sale/vw-golf/39503446,N,310 km,1.9 L Diesel,Jun 2025,2008,Manual,7,Volkswagen,,,,,,,280,,,,,,,,,,,,,Ireland,No,"Verified Private Seller
No rating yet","Ballyhacket, Co. Carlow",Golf,"€2,950",,,,,,,,,selection1
"Opel Insignia 2012 Diesel, NCT 07.25 & TAX 06.25",https://www.donedeal.ie/cars-for-sale/opel-insignia-2012-diesel-nct-07-25-tax-06-25/38335759,S,"253,000 km",2.0 L Diesel,Jul 2025,2012,Manual,4,Opel,Diesel,MPV,4,Base Trim,5,Grey,200,3.9 L/100 km,4.4 L/100 km,5.3 L/100 km,2.0 L,4.83 m,1.50 m,1.86 m,,,,,,Ireland,No,"Private Seller
No rating yet","Rosslare Harbour, Co. Wexford",Insignia,"€2,550","1,015 L",,,70 L,,,,,selection1
2018 Skoda Octavia VRS 184 Manual Meteor Grey,https://www.donedeal.ie/cars-for-sale/2018-skoda-octavia-vrs-184-manual-meteor-grey/39487036?campaign=3,---,"81,841 mi",2.0 L Diesel,---,2018,Manual,3,Skoda,Diesel,Hatchback,5,---,5,Grey,200,,,,,,,,,,,,,UK,,Independent Dealer,"Cloughjordan, Co. Tipperary",Octavia,"€25,495",,,Co. Tipperary,,,,,,selection1
Toyota Yaris 1.5 Hybrid Automatic - Perfect Start,https://www.donedeal.ie/cars-for-sale/toyota-yaris-1-5-hybrid-automatic-perfect-start/38619636?campaign=3,---,"91,000 km",1.0 L Petrol,Mar 2027,2019,Automatic,---,Toyota,Petrol,Hatchback,5,---,---,Blue,,,,,,,,,,,,,,Ireland,Unknown country,Independent Dealer,Co. Dublin,Yaris,"€14,500",,,Co. Dublin,,,,,,selection1
141 DACIA SANDERO 1.2 PETROL NCT'D 10/25,https://www.donedeal.ie/cars-for-sale/141-dacia-sandero-1-2-petrol-nctd-10-25/39480002?campaign=3,ALTERNATIVE,"123,699 mi",1.1 L Petrol,Oct 2025,2014,Manual,6,Dacia,Petrol,Hatchback,4,Base Trim,5,White,280,4.9 L/100 km,5.8 L/100 km,7.6 L/100 km,1.1 L,4.06 m,1.52 m,1.73 m,4/5,79%,55%,80%,57%,Ireland,No,"Private Seller
2.9/5 (9)","Cork City, Co. Cork",Sandero,"€1,975",,,,,,,,,selection1
Audi TTS QUATTRO MANUAL 272BHP/NEW NCT,https://www.donedeal.ie/cars-for-sale/audi-tts-quattro-manual-272bhp-new-nct/38751719,N,"125,000 mi",2.0 L Petrol,Oct 2025,2010,Manual,1,Audi,,,,,,,,,,,,,,,,,,,,Ireland,N. Ireland,"Verified Trader
3.0/5 (2)","Maynooth, Co. Kildare",TTS,"€13,450",,,,,,,,,selection1
Audi A4 2014 GREAT CONDITION No Speedometer,https://www.donedeal.ie/cars-for-sale/audi-a4-2014-great-condition-no-speedometer/39287879,-,---,2.0 L Diesel,Jan 2026,2014,Manual,4,Audi,Diesel,Saloon,4,Base Trim,5,Black,200,4.0 L/100 km,4.5 L/100 km,5.4 L/100 km,2.0 L,4.70 m,1.43 m,1.83 m,,,,,,Ireland,No,"Verified Private Seller
No rating yet","Claremorris, Co. Mayo",A4,"€9,400",,,,,,,,,selection1
Ford Sierra,https://www.donedeal.ie/cars-for-sale/ford-sierra/39450983,N,---,1.8 L Petrol,Jan 2006,1990,Manual,5,Ford,,,,,,,636,,,,,,,,,,,,,Ireland,No,"Trader
No rating yet","Athlone, Co. Westmeath",Sierra,"€1,500",,,,,,,,,selection1
Volkswagen Caravelle 2018,https://www.donedeal.ie/cars-for-sale/volkswagen-caravelle-2018/39287869,---,"60,000 km",2.0 L Diesel,Apr 2026,2018,Automatic,1,Volkswagen,Diesel,MPV,5,---,7,Black,,,,,,,,,,,,,,Ireland,N. Ireland,"Private Seller
4.9/5 (41)","North City, Co. Dublin",Caravelle,"€51,000",,,,,,,,,selection1
VOLKSWAGEN GOLF 1.4 TSI HIGH LINE *,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-4-tsi-high-line/39116214,Highline,"107,711 km",1.4 L Petrol,Jan 2027,2016,Manual,1,Volkswagen,Petrol,Hatchback,3,Medium Trim,5,Blue,200,4.3 L/100 km,4.8 L/100 km,5.9 L/100 km,1.4 L,4.26 m,1.45 m,1.79 m,,,,,,Ireland,Unknown country,"Verified Private Seller
3.6/5 (9)",Co. Offaly,Golf,"€14,750","1,270 L",14 cm,,50 L,,,,,selection1
Mini One D New NCT,https://www.donedeal.ie/cars-for-sale/mini-one-d-new-nct/39484478,COMFORTLINE,"110,000 mi",2.0 L Diesel,Oct 2025,2012,Manual,1,Volkswagen,Diesel,Saloon,4,Medium Trim,5,Black,280,4.5 L/100 km,5.2 L/100 km,6.3 L/100 km,2.0 L,4.77 m,1.47 m,1.82 m,,,,,,Ireland,N. Ireland,"Trader
5.0/5 (1)","Carlingford, Co. Louth",Passat,"€5,500",,,,,,,,,selection1
Skoda Octavia 142 2.0L CR SE,https://www.donedeal.ie/cars-for-sale/skoda-octavia-142-2-0l-cr-se/39340866,Ambition,"176,000 km",2.0 L Diesel,Dec 2025,2014,Manual,1,Skoda,Diesel,Hatchback,5,Medium Trim,5,Grey,190,3.6 L/100 km,4.1 L/100 km,5.0 L/100 km,2.0 L,4.66 m,1.46 m,1.81 m,5/5,86%,66%,93%,82%,Ireland,UK,"Private Seller
No rating yet","Grange, Co. Sligo",Octavia,"€9,450","1,580 L",14 cm,,50 L,,,,,selection1
Hyundai i30 2010,https://www.donedeal.ie/cars-for-sale/hyundai-i30-2010/39416903,N,"186,547 mi",1.6 L Diesel,Oct 2025,2010,---,2,Hyundai,,,,,,,200,,,,,,,,,,,,,Ireland,UK,"Private Seller
No rating yet","Galbally, Co. Limerick",i30,"€2,600",,,,,,,,,selection1
BMW 640D Huge Spec + Fully Upgraded Sound System,https://www.donedeal.ie/cars-for-sale/bmw-640d-huge-spec-fully-upgraded-sound-system/39503416,M Sport,"207,000 km",3.0 L Diesel,Sep 2025,2013,Automatic,4,BMW,Diesel,Coupe,4,Luxury Trim,5,Black,400,4.9 L/100 km,5.7 L/100 km,6.9 L/100 km,3.0 L,5.01 m,1.39 m,1.89 m,,,,,,Ireland,No,"Private Seller
No rating yet","Cobh, Co. Cork",6-Series,"€19,500",,,,,,,,,selection1
Volkswagen polo GT 1.4 Auto // New NCT //,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-gt-1-4-auto-new-nct-/39419931,BlueGT,"93,436 km",1.4 L Petrol,Oct 2024,2014,Automatic,1,Volkswagen,Petrol,Hatchback,5,Sports Trim,5,Black,190,4.1 L/100 km,4.7 L/100 km,5.8 L/100 km,1.4 L,3.97 m,1.45 m,1.68 m,5/5,86%,71%,90%,41%,Ireland,Unknown country,"Private Seller
No rating yet","Limerick City, Co. Limerick",Polo,"€11,000",952 L,14 cm,,45 L,,,,,selection1
2015 Volkswagen Golf Automatic TSI Blue motion,https://www.donedeal.ie/cars-for-sale/2015-volkswagen-golf-automatic-tsi-blue-motion/39419850,GTE,"123,025 km",1.4 L Petrol,Mar 2027,2015,Automatic,1,Volkswagen,Petrol,Hatchback,5,Sports Trim,5,Blue,270,,,,1.4 L,4.27 m,1.46 m,1.80 m,5/5,89%,71%,94%,65%,Ireland,Unknown country,"Private Seller
No rating yet","Limerick City, Co. Limerick",Golf,"€13,500","1,162 L",14 cm,,40 L,,,,,selection1
‘12 Nissan Juke Accenta Dci (LOW NEX,https://www.donedeal.ie/cars-for-sale/12-nissan-juke-accenta-dci-low-nex/39503413,---,0 km,1.5 L Diesel,---,2012,Manual,0,Nissan,Diesel,SUV,5,---,5,White,270,,,,,,,,,,,,,Northern Ireland,,Independent Dealer,"Trillick, Co. Tyrone",Juke,"£1,250",,,Co. Tyrone,,,,,,selection1
Volkswagen CC 2014,https://www.donedeal.ie/cars-for-sale/volkswagen-cc-2014/39503408,SPORT,"12,100 km",2.0 L Diesel,Sep 2025,2014,Automatic,3,Volkswagen,Diesel,Coupe,4,Sports Trim,5,Grey,280,4.5 L/100 km,5.1 L/100 km,6.1 L/100 km,2.0 L,4.80 m,1.42 m,1.86 m,,,,,,Ireland,No,"Private Seller
No rating yet","Sligo Town, Co. Sligo",CC,"€10,000",,,,,,,,,selection1
Jaguar I-PACE Ev400 Black Pack AWD Auto Huge Spec,https://www.donedeal.ie/cars-for-sale/jaguar-i-pace-ev400-black-pack-awd-auto-huge-spec/39503220,---,"32,149 mi",Electric,May 2027,2023,Automatic,1,Jaguar,Electric,SUV,5,---,5,Blue,,,,,,,,,,,,,,,,"Independent Dealer
4.4/5",Co. Dublin,I-Pace,"€40,950",,,Co. Dublin,,,,,,selection1
